customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_bucket,spending_category,estimated_clv,has_internet,is_month_to_month,churn_flag,age_group,churn_probability,predicted_churn,risk_tier
3284-SVCRO,Female,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,1121.05,No,24-48 months,Low Value,1147.5,False,False,False,Non-Senior,0.010674356500152374,0,Low
9732-OUYRN,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.0,918.7,No,48+ months,Low Value,931.0,False,False,False,Non-Senior,0.021879421967319148,0,Low
0559-CKHUS,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.55,521.8,No,24-48 months,Low Value,566.95,False,False,False,Non-Senior,0.021759164565506174,0,Low
2931-SVLTV,Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),110.1,4469.1,No,24-48 months,High Value,4404.0,True,True,False,Non-Senior,0.24981124604571334,0,Low
6899-PPEEA,Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.55,3580.3,Yes,24-48 months,High Value,3572.35,True,True,True,Senior,0.6209290326118279,1,Medium
7504-UWHNB,Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.75,1729.35,No,24-48 months,Medium Value,1743.75,True,True,False,Non-Senior,0.3772651513486112,0,Low
2582-FFFZR,Female,0,No,No,22,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.6,1073.3,No,12-24 months,Medium Value,1113.2,True,True,False,Non-Senior,0.43902684153310084,0,Medium
8908-NMQTX,Male,0,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.6,4566.5,No,48+ months,Medium Value,4723.2,True,False,False,Non-Senior,0.01622717526505411,0,Low
2187-LZGPL,Female,0,No,No,7,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.1,293.3,Yes,0-12 months,Low Value,280.7,True,True,True,Non-Senior,0.5251899173756684,1,Medium
1431-AIDJQ,Male,0,Yes,Yes,33,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),82.1,2603.1,No,24-48 months,Medium Value,2709.2999999999997,True,False,False,Non-Senior,0.02445343199627568,0,Low
6288-LBEAR,Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,79.1,1783.75,No,12-24 months,Medium Value,1819.3,True,True,False,Non-Senior,0.2570839010849588,0,Low
4597-NUCQV,Male,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,2440.15,Yes,12-24 months,High Value,2430.0,True,True,True,Senior,0.6540102749247458,1,Medium
9019-QVLZD,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.55,79.55,Yes,0-12 months,Medium Value,79.55,True,True,True,Non-Senior,0.6998724243206285,1,Medium
8413-YNHNV,Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,90.65,6322.1,No,48+ months,High Value,6254.85,True,False,False,Non-Senior,0.014657047652424603,0,Low
5808-TOTXO,Female,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,57.4,No,0-12 months,Low Value,61.650000000000006,False,False,False,Non-Senior,0.10290500479503276,0,Low
4369-NYSCF,Male,0,No,No,56,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.75,4284.65,No,48+ months,Medium Value,4242.0,True,False,False,Non-Senior,0.06220747166629146,0,Low
6333-YDVLT,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.0,7138.65,No,48+ months,High Value,7150.0,True,False,False,Non-Senior,0.13421046356804725,0,Low
5324-KTGCG,Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.85,1539.75,No,48+ months,Low Value,1480.3500000000001,False,False,False,Non-Senior,0.01248476540362995,0,Low
5599-HVLTW,Female,1,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,1058.1,No,12-24 months,Medium Value,1124.8999999999999,True,True,False,Senior,0.5466756651153404,1,Medium
7394-LWLYN,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,123.8,No,0-12 months,Medium Value,140.3,True,True,False,Non-Senior,0.7083264104243854,1,High
3707-LRWZD,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,84.05,2781.85,Yes,24-48 months,High Value,2689.6,True,False,True,Non-Senior,0.3046293826215994,0,Low
6873-UDNLD,Male,0,No,No,40,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,67.45,2731.0,No,24-48 months,Medium Value,2698.0,True,True,False,Non-Senior,0.10295189730068861,0,Low
2700-LUEVA,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.75,20.75,No,0-12 months,Low Value,20.75,False,True,False,Non-Senior,0.18202715429850735,0,Low
1455-ESIQH,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.1,89.1,Yes,0-12 months,High Value,89.1,True,True,True,Non-Senior,0.8248050874922915,1,High
0958-YHXGP,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.9,497.3,No,0-12 months,Medium Value,489.30000000000007,True,True,False,Non-Senior,0.5949950253681788,1,Medium
1101-SSWAG,Female,0,Yes,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.1,711.15,No,12-24 months,Medium Value,766.5,True,True,False,Non-Senior,0.35919751956427826,0,Low
2979-SXESE,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.4,1607.2,Yes,12-24 months,High Value,1604.8000000000002,True,True,True,Non-Senior,0.4249320645238701,0,Medium
4013-TLDHQ,Male,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.25,1490.95,Yes,12-24 months,Medium Value,1486.75,True,True,True,Non-Senior,0.44372028660936097,0,Medium
5743-KHMNA,Male,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.55,1898.1,No,48+ months,Low Value,1814.05,False,False,False,Non-Senior,0.0058421783251848035,0,Low
4194-FJARJ,Female,0,Yes,Yes,54,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),60.0,3273.95,No,48+ months,Medium Value,3240.0,True,False,False,Non-Senior,0.011715783137749161,0,Low
5325-UWTWJ,Male,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),90.55,2929.75,No,24-48 months,High Value,2807.0499999999997,True,True,False,Non-Senior,0.24137500205559406,0,Low
3969-GYXEL,Female,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,76.4,838.7,No,0-12 months,Medium Value,840.4000000000001,True,True,False,Non-Senior,0.4388900023270954,0,Medium
9208-OLGAQ,Female,1,No,No,18,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.95,1443.65,No,12-24 months,High Value,1529.1000000000001,True,True,False,Senior,0.5894699926140968,1,Medium
3244-CQPHU,Female,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.1,7746.7,No,48+ months,High Value,7927.2,True,False,False,Senior,0.05185532216471477,0,Low
2674-MLXMN,Female,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.65,6951.15,No,48+ months,High Value,7075.150000000001,True,True,False,Senior,0.3212747087636004,0,Low
9708-HPXWZ,Male,1,No,No,5,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),45.4,214.75,No,0-12 months,Low Value,227.0,True,True,False,Senior,0.4537653999998647,0,Medium
6992-TKNYO,Male,0,Yes,No,38,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),69.0,2669.45,No,24-48 months,Medium Value,2622.0,True,False,False,Non-Senior,0.06306274278772717,0,Low
4468-YDOVK,Male,0,No,Yes,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.65,235.2,No,0-12 months,Low Value,243.25,True,True,False,Non-Senior,0.2978785334384711,0,Low
3754-DXMRT,Male,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.15,92.65,Yes,0-12 months,Low Value,88.3,True,True,True,Senior,0.5801335542304098,1,Medium
5792-JALQC,Female,1,No,No,52,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),59.85,3103.25,No,48+ months,Medium Value,3112.2000000000003,True,False,False,Senior,0.02435247389353963,0,Low
7130-VTEWQ,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,606.25,Yes,0-12 months,Medium Value,606.0,True,True,True,Senior,0.7579345962485119,1,High
2200-DSAAL,Female,0,No,No,68,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,80.65,5330.2,No,48+ months,Medium Value,5484.200000000001,True,False,False,Non-Senior,0.05242509296241872,0,Low
4302-ZYFEL,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1403.1,No,48+ months,Low Value,1417.95,False,False,False,Non-Senior,0.010916045438092204,0,Low
9351-LZYGF,Female,0,Yes,No,42,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),66.4,2727.8,No,24-48 months,Medium Value,2788.8,True,True,False,Non-Senior,0.0662366346077499,0,Low
4366-CTOUZ,Female,0,No,No,50,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,100.2,5038.45,No,48+ months,High Value,5010.0,True,False,False,Non-Senior,0.10694978510870902,0,Low
6121-VZNQB,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.1,19.1,Yes,0-12 months,Low Value,19.1,False,True,True,Non-Senior,0.26065699679280663,0,Low
7903-CMPEY,Male,1,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.3,80.3,Yes,0-12 months,Medium Value,80.3,True,True,True,Senior,0.7509950393521979,1,High
1518-OMDIK,Male,0,Yes,No,33,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.55,1462.6,No,24-48 months,Low Value,1470.1499999999999,True,True,False,Non-Senior,0.16872246909703228,0,Low
6671-NGWON,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,150.6,No,0-12 months,Low Value,142.45000000000002,False,True,False,Non-Senior,0.15453830935585197,0,Low
0595-ITUDF,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,91.8,5960.5,No,48+ months,High Value,5875.2,True,True,False,Non-Senior,0.202686819972889,0,Low
6996-KNSML,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,Yes,0-12 months,Medium Value,74.9,True,True,True,Non-Senior,0.7206599192564639,1,High
1955-IBMMB,Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.2,1192.3,No,48+ months,Low Value,1191.8,False,False,False,Non-Senior,0.009828413242912896,0,Low
0096-BXERS,Female,0,Yes,No,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.35,314.55,No,0-12 months,Medium Value,302.1,True,True,False,Non-Senior,0.44744461327004686,0,Medium
3806-YAZOV,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.8,56.0,No,0-12 months,Low Value,56.400000000000006,False,True,False,Non-Senior,0.1818416289942299,0,Low
7998-ZLXWN,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.45,330.8,No,12-24 months,Low Value,306.75,False,True,False,Non-Senior,0.07995587518535757,0,Low
6253-WRFHY,Male,0,Yes,Yes,13,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,64.75,877.35,No,12-24 months,Medium Value,841.75,True,False,False,Non-Senior,0.2395432568068183,0,Low
9133-AYJZG,Female,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.7,2249.1,No,12-24 months,High Value,2270.1,True,True,False,Non-Senior,0.5375693159414704,1,Medium
2675-OTVVJ,Male,1,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,89.45,2807.65,No,24-48 months,High Value,2772.9500000000003,True,True,False,Senior,0.44105396424448534,0,Medium
8680-CGLTP,Male,0,No,No,29,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,58.75,1696.2,No,24-48 months,Medium Value,1703.75,True,False,False,Non-Senior,0.05795191831120057,0,Low
8430-TWCBX,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.7,1032.05,No,48+ months,Low Value,1014.3,False,False,False,Non-Senior,0.02155232962983866,0,Low
5018-GWURO,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.6,4902.8,No,48+ months,High Value,4793.599999999999,True,True,False,Non-Senior,0.39016263149849373,0,Low
6741-QRLUP,Female,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),80.3,4995.35,No,48+ months,Medium Value,5058.9,True,False,False,Non-Senior,0.017224089069179598,0,Low
4737-HOBAX,Male,0,Yes,No,63,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),79.8,5034.05,No,48+ months,Medium Value,5027.4,True,False,False,Non-Senior,0.027883492924426226,0,Low
0537-QYZZN,Male,1,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.85,1857.75,No,12-24 months,Medium Value,1916.3999999999999,True,True,False,Senior,0.4058557876938447,0,Medium
3340-QBBFM,Male,1,Yes,No,36,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),54.1,1992.85,No,24-48 months,Medium Value,1947.6000000000001,True,False,False,Senior,0.04195612462020339,0,Low
1704-NRWYE,Female,1,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,751.65,Yes,0-12 months,Medium Value,727.65,True,True,True,Senior,0.7391956527873138,1,High
2592-SEIFQ,Male,0,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,66.95,Yes,0-12 months,Low Value,74.25,True,True,True,Non-Senior,0.5389450558527656,1,Medium
8200-KLNYW,Female,0,Yes,No,21,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,80.9,1714.95,No,12-24 months,Medium Value,1698.9,True,False,False,Non-Senior,0.06563168925680316,0,Low
3372-CDXFJ,Male,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.5,343.6,No,12-24 months,Low Value,318.5,False,False,False,Non-Senior,0.05204626986943984,0,Low
4781-ZXYGU,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.15,20.15,No,0-12 months,Low Value,20.15,False,True,False,Non-Senior,0.21597136169323236,0,Low
7632-YUTXB,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,520.1,No,24-48 months,Low Value,501.25,False,False,False,Non-Senior,0.029763504151813353,0,Low
2718-YSKCS,Male,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.6,1387.45,No,48+ months,Low Value,1391.6000000000001,False,False,False,Non-Senior,0.004913187389536502,0,Low
9896-UYMIE,Male,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),114.3,7383.7,No,48+ months,High Value,7543.8,True,False,False,Non-Senior,0.11589772385024659,0,Low
0853-NWIFK,Female,0,No,No,45,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,100.3,4483.95,No,24-48 months,High Value,4513.5,True,False,False,Non-Senior,0.17599614994013088,0,Low
8212-CRQXP,Female,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.0,1706.45,No,12-24 months,Medium Value,1760.0,True,True,False,Non-Senior,0.4179540323168177,0,Medium
6980-CDGFC,Female,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.85,1327.4,No,48+ months,Low Value,1396.95,False,False,False,Non-Senior,0.014344034864071962,0,Low
7691-XVTZH,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),89.95,5974.3,No,48+ months,High Value,6116.6,True,False,False,Non-Senior,0.08504788103581121,0,Low
2520-SGTTA,Female,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,20.0,No,0-12 months,Low Value,0.0,False,False,False,Non-Senior,0.0462385283248947,0,Low
7481-ATQQS,Female,1,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,4515.85,Yes,48+ months,High Value,4451.65,True,True,True,Senior,0.4901946296533648,0,Medium
2277-VWCNI,Female,1,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.75,179.85,No,0-12 months,Low Value,195.0,True,True,False,Senior,0.4725053820192446,0,Medium
1088-CNNKB,Male,0,Yes,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),80.0,5040.2,No,48+ months,Medium Value,5040.0,True,False,False,Non-Senior,0.025937151599635187,0,Low
8642-GVWRF,Female,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),79.7,165.0,Yes,0-12 months,Medium Value,159.4,True,True,True,Non-Senior,0.5114578898124656,1,Medium
1930-BZLHI,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.35,422.7,No,12-24 months,Low Value,427.35,False,False,False,Non-Senior,0.04779151279690137,0,Low
3400-ESFUW,Male,0,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),57.55,3046.4,Yes,48+ months,Medium Value,3165.25,True,False,True,Non-Senior,0.007079565626532507,0,Low
5868-YTYKS,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,No,0-12 months,Low Value,20.25,False,True,False,Non-Senior,0.22231113521154744,0,Low
3525-DVKFN,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,358.05,No,12-24 months,Low Value,329.79999999999995,False,False,False,Non-Senior,0.019247206121117987,0,Low
1482-OXZSY,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.4,2936.25,No,24-48 months,High Value,3012.0,True,True,False,Non-Senior,0.47293336466009844,0,Medium
0377-JBKKT,Male,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,57.95,1271.8,No,12-24 months,Medium Value,1274.9,True,True,False,Non-Senior,0.07592019016026484,0,Low
5778-BVOFB,Female,0,No,No,9,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.5,530.05,No,0-12 months,Medium Value,535.5,True,True,False,Non-Senior,0.3238341031853749,0,Low
3373-YZZYM,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.2,19.2,No,0-12 months,Low Value,19.2,False,True,False,Non-Senior,0.1703454583033469,0,Low
2057-ZBLPD,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.5,1808.7,Yes,12-24 months,High Value,1816.5,True,True,True,Non-Senior,0.6099978719539477,1,Medium
0228-MAUWC,Male,0,No,No,19,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.55,1144.6,No,12-24 months,Medium Value,1131.45,True,True,False,Non-Senior,0.19729325182770657,0,Low
5502-RLUYV,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,7446.9,Yes,48+ months,High Value,7172.55,True,True,True,Non-Senior,0.37160377756751345,0,Low
0023-HGHWL,Male,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.1,25.1,Yes,0-12 months,Low Value,25.1,True,True,True,Senior,0.683433610815868,1,Medium
7663-YJHSN,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),103.95,7556.9,No,48+ months,High Value,7484.400000000001,True,False,False,Non-Senior,0.03660087169565406,0,Low
4915-BFSXL,Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),68.95,4858.7,No,48+ months,Medium Value,4826.5,True,False,False,Non-Senior,0.011990174252711719,0,Low
3086-RUCRN,Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.1,6595.0,No,48+ months,High Value,6804.599999999999,True,True,False,Non-Senior,0.16193333580821367,0,Low
5215-LNLDJ,Female,0,Yes,Yes,7,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.7,149.05,No,0-12 months,Low Value,172.9,True,True,False,Non-Senior,0.5401969839454015,1,Medium
7576-JMYWV,Female,1,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.2,4972.1,No,24-48 months,High Value,5069.2,True,True,False,Senior,0.30267651710970095,0,Low
9039-RBEEE,Male,0,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),48.95,1880.85,Yes,24-48 months,Low Value,1909.0500000000002,True,True,True,Non-Senior,0.1192766364669418,0,Low
0257-KXZGU,Female,0,Yes,Yes,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),62.45,2045.55,No,24-48 months,Medium Value,1998.4,True,True,False,Non-Senior,0.10735036821289932,0,Low
1307-ATKGB,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.55,2187.15,No,12-24 months,High Value,2149.2,True,True,False,Non-Senior,0.4686060603453302,0,Medium
8417-FMLZI,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.55,477.55,Yes,0-12 months,High Value,501.29999999999995,True,True,True,Non-Senior,0.5898479986672441,1,Medium
3714-XPXBW,Female,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),78.9,2976.95,No,24-48 months,Medium Value,2919.3,True,True,False,Non-Senior,0.1095786170158872,0,Low
1850-AKQEP,Male,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,178.7,No,0-12 months,Low Value,162.8,False,True,False,Non-Senior,0.1261577632432347,0,Low
2824-DXNKN,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),71.45,5025.85,No,48+ months,Medium Value,5144.400000000001,True,False,False,Non-Senior,0.015187345578062252,0,Low
5227-JSCFE,Male,1,Yes,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),46.35,3353.4,No,48+ months,Low Value,3290.85,True,False,False,Senior,0.008923992754969483,0,Low
0848-ZGQIJ,Female,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.65,1461.15,No,12-24 months,High Value,1514.4,True,True,False,Non-Senior,0.522645837191958,1,Medium
3621-CHYVB,Female,0,Yes,No,57,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.9,2782.4,No,48+ months,Low Value,2844.2999999999997,True,True,False,Non-Senior,0.11848672568983534,0,Low
8042-RNLKO,Male,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.45,1699.15,No,48+ months,Low Value,1679.7,False,False,False,Non-Senior,0.014873509316704663,0,Low
1792-UXAFY,Female,1,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,1496.9,Yes,12-24 months,High Value,1515.5500000000002,True,True,True,Senior,0.5714391896330813,1,Medium
